TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-02-26,PHOENICIA SPECIALTY FD,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,48.86
2017-02-27,HILTON STARBUCKS,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,30.97
2017-02-27,PHOENICIA SPECIALTY FD,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,14.35
2017-02-27,SNAP KITCHEN  014,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,21.98
2017-02-28,PHOENICIA SPECIALTY FD,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,22.45
2017-02-09,NAM PO-11001881,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,5.5
2017-02-17,CATALYST CONSULTING LT,10085721,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT#N/A,2244
2017-02-22,AMAZON UK MARKETPLACE,10085721,EXP - MISCELLANEOUS EXPENDITURE,12.38
2017-02-22,AMAZON UK MARKETPLACE,10085721,EXP - MISCELLANEOUS EXPENDITURE,62.94
2017-02-28,SAINSBURYS 2019,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,10.9
2017-02-28,VICEROY OF INDIA,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,38.45
2017-02-03,OYSTER AUTOTOPUP,10085510,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-02-03,OYSTER AUTOTOPUP,10085510,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-02-28,CUSTOMER THERMOMETER,10085510,EXP - MISCELLANEOUS EXPENDITURE,36.56
2017-02-21,WWW.IOSH.CO.UK,10085350,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,140
2017-02-27,WWW.STERLINGEVENTS.CO.,10085350,EXP - MISCELLANEOUS EXPENDITURE,660
2017-02-05,ESSO OSWESTRY SSTN,10085721,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - VEHICLE HIRE,12.4
2017-02-06,W M MORRISON PLC,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,2.66
2017-02-02,L ESPRIT DE SEL,10085412,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,16.79
2017-02-02,M&S SIMPLY FOOD - SSP,10085412,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,4.9
2017-02-03,SELF CCAB 36,10085412,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,6.24
2017-02-01,MERCURE HULL ROYAL HOT,10085150,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,3.75
2017-02-02,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,2.37
2017-02-03,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,2.37
2017-02-14,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,23.04
2017-02-14,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,2.06
2017-02-16,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.6
2017-02-17,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.6
2017-02-20,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,2.81
2017-02-21,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.6
2017-02-02,LSR TRAINING AND DEVEL,10085544,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,888
2017-02-08,"RSTUDIO, INC.",10085544,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,81.59
