TransactionDate,MerchantName,CostCode,ExpenseType,TransactionAmount
2017-01-07,OYSTER AUTOTOPUP,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,20
2017-01-12,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-01-15,CUSTOMER THERMOMETER,10085452,EXP - MISCELLANEOUS EXPENDITURE,37.35
2017-01-16,WWW.APM.ORG.UK,10085452,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,270
2017-01-18,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,18.2
2017-01-26,APCOA PARKING (UK) LTD,10085452,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,9.2
2017-01-29,THE WILD GEESE,10085424,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,17.4
2017-01-30,SCHIEVELAVABO,10085424,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,24.69
2017-01-31,THON HOTEL EU,10085424,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,13.39
2017-01-05,WH SMITH,10085250,EXP - MISCELLANEOUS EXPENDITURE,13.98
2017-01-18,PENTA HOTELS,10085721,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,8
2017-01-10,RITAZZA 11001413,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,2
2017-01-17,WWWBACKPAINHELPCOM,10085721,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,249.99
2017-01-19,J J'S,10085721,EXP - PURCHASE OF GOODS/SERVICES - CATERING & HOSPITALITY,659.28
2017-01-24,AMAZON UK MARKETPLACE,10085721,EXP - MISCELLANEOUS EXPENDITURE,34.72
2017-01-26,NAM PO-11001881,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,7.65
2017-01-06,FTC ECOM,10085510,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,999
2017-01-18,1PP EDUCATION LTD,10085510,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,1254
2017-01-18,1PP EDUCATION LTD,10085510,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,880.8
2017-01-18,MIDLAND SOFTWARE LTD -,10085510,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,264.6
2017-01-19,REED BUSINESS INFO,10085510,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,283.2
2017-01-30,CUSTOMER THERMOMETER,10085510,EXP - MISCELLANEOUS EXPENDITURE,36.31
2017-01-04,WWW.INTELLIGENTCORPORA,10085350,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - EYE SIGHT TESTING,125
2017-01-06,CIEH,10085721,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,206
2017-01-10,SPENCERS BAR,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,61.7
2017-01-10,SPENCERS BAR,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,6.3
2017-01-11,CITY FILLING STATI,10085721,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - VEHICLE HIRE,28.72
2017-01-11,GREGGS PLC,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,6
2017-01-25,BROOKHOUSE MILL,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,38.6
2017-01-26,MANORHAUS,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,50
2017-01-26,TEXACO TIVOLI,10085721,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - VEHICLE HIRE,55.58
2017-01-26,W M MORRISONS,10085721,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,2.6
2017-01-09,STAPLES UK,10085150,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,35.49
2017-01-10,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.45
2017-01-11,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.6
2017-01-26,POST OFFICE COUNTER,10085150,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,6.6
2017-01-31,ADMIRAL OF THE HUM,10085150,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,23
2017-01-24,WWW.KPMG.CO.UK,10085541,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,1928.4
2017-01-25,WWW.KPMG.CO.UK,10085541,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,1928.4
2017-01-08,"RSTUDIO, INC.",10085544,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,82.64
2017-01-18,ESCAPE LIVE LTD,10085544,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,240
2017-01-03,CIEH,10085820,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - MEMBERSHIP OF ORGANISATIONS,175
